Scan Type,State/Territory,All Scans,Executive Order Number,Executive Order Year Enacted,Executive Order Summary,Executive Order Last Topic tag(s),Executive Order Last Updated,Executive Order Record URL,Bill Number,Legislative Session,Bill Title,Bill Summary,Bill Action tag(s) [multi],Bill Action tag(s) text,Bill Topic Tag(s) [multi],Bill Topic Tag(s) text,Bill Status,Bill Link,Bill Last Updated,Bill Record URL
Legislation,Florida,S 7018,,,,,,,S 7018,2024,Health Care Innovation Council ,"Creates the Health Care Innovation Council to tap into the best knowledge and experience available by regularly bringing together subject matter experts to explore and discuss innovations in technology, workforce, and service delivery models that can be exhibited as best practices, implemented, or scaled in order to improve the quality and delivery of health care; provides for a revolving loan program for applicants seeking to implement innovative solutions; appropriates funds to the Department of Health.","regulate use - government,regulate use - private sector,regulate use - health,task force/working group/commission/etc,study,appropriation","regulate use - government, regulate use - private sector, regulate use - health, task force/working group/commission/etc, study, appropriation","artificial intelligence,public health","artificial intelligence, public health",Enacted,https://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2024000S7018&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,9/3/2025 12:34pm,https://airtable.com/appo1YECtG1ULR8vU/shrhz4YBjRjvAS4hF/tbl2tL08FmzPrXgT2/recU1J0SIxSgOC7mY
Legislation,Florida,S 1680,,,,,,,S 1680,2024,Artificial Intelligence Transparency ,"Creates the Government Technology Modernization Council; requires the council to submit specified recommendations to the Legislature and specified reports to the governor and the Legislature by specified dates; prohibits a person from knowingly possessing or controlling or intentionally viewing photographs, motion pictures, representations, images, data files, computer depictions, or other presentations which the person knows to include generated child pornography; provides for criminal penalties. ","regulate use - government,regulate use - private sector,oversight/governence,notification/disclosure","regulate use - government, regulate use - private sector, oversight/governence, notification/disclosure","artificial intelligence,criminal/legal system,voting/elections,civil rights","artificial intelligence, criminal/legal system, voting/elections, civil rights",Enacted,https://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2024000S1680&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,9/3/2025 12:34pm,https://airtable.com/appo1YECtG1ULR8vU/shrhz4YBjRjvAS4hF/tbl2tL08FmzPrXgT2/reckFbObqDnx8bxyF
Executive Order,Georgia,Executive Order 08-13-19-01 (2019),Executive Order 08-13-19-01 (2019),2019,EO 08-13-19-01 (2019) by Gov. Brian Kemp re: reconstitution of State Government Systems Cybersecurity Review Board and directive for mandatory cybersecurity training by the Georgia Technology Authority to the Cybersecurity Board,cybersecurity,9/25/2025 6:26am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recBbvtpe2r8YlKhJ,,,,,,,,,,,,
Executive Order,Georgia,Executive Order 06-25-15-01 (2015),Executive Order 06-25-15-01 (2015),2015,EO 06-25-15-01 (2015) by Gov. Nathan Deal re: establishment of the State Government Systems Cybersecurity Review Board to focus internally on the protection and privacy of state data,cybersecurity,9/3/2025 11:30am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/rec5uJKzno2AGOKvy,,,,,,,,,,,,
Executive Order,Georgia,Executive Order 06-25-15-01 (2015),Executive Order 06-25-15-01 (2015),2015,EO 06-25-15-01 (2015) by Gov. Nathan Deal re: establishment of the State Government Systems Cybersecurity Review Board to focus internally on the protection and privacy of state data,cybersecurity,9/25/2025 6:26am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/rec5uJKzno2AGOKvy,,,,,,,,,,,,
Executive Order,Georgia,Executive Order 08-13-19-01 (2019),Executive Order 08-13-19-01 (2019),2019,EO 08-13-19-01 (2019) by Gov. Brian Kemp re: reconstitution of State Government Systems Cybersecurity Review Board and directive for mandatory cybersecurity training by the Georgia Technology Authority to the Cybersecurity Board,cybersecurity,9/3/2025 11:29am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recBbvtpe2r8YlKhJ,,,,,,,,,,,,
Legislation,Georgia,H 18,,,,,,,H 18,2023,Supplemental Appropriations ,"Makes, provides, and changes certain appropriations for the operation of the state government and its departments, boards, bureaus, commissions, institutions, and other agencies, for the university system, common schools, counties, municipalities, and political subdivisions, for all other governmental activities, projects, and undertakings authorized by law, and for all leases, contracts, agreements, and grants authorized by law, provides for the control and administration of funds, including funds for the Georgia Artificial Intelligence Manufacturing Project. ","regulate use - government,appropriation","regulate use - government, appropriation",artificial intelligence,artificial intelligence,Enacted,https://custom.statenet.com/public/resources.cgi?id=ID:bill:GA2023000H18&ciq=ncsl&client_md=4d6fcc1b3aa21bf635fa16cbc034f4fa&mode=current_text,9/3/2025 12:33pm,https://airtable.com/appo1YECtG1ULR8vU/shrhz4YBjRjvAS4hF/tbl2tL08FmzPrXgT2/recp5qunK9Ps3svIz
Legislation,Georgia,H 203,,,,,,,H 203,2023,Control of Hazardous Conditions ,"Relates to the control of hazardous conditions, preventable diseases, and metabolic disorders, revises provisions relating to restrictions on the sale and dispensing of contact lenses with respect to physicians, revises definitions, provides requirements for assessment mechanisms. ","regulate use - government,regulate use - private sector,regulate use - health","regulate use - government, regulate use - private sector, regulate use - health","artificial intelligence,public health","artificial intelligence, public health",Enacted,https://custom.statenet.com/public/resources.cgi?id=ID:bill:GA2023000H203&ciq=ncsl&client_md=b3513f3bc1757e3247c28b083c67e451&mode=current_text,9/3/2025 12:33pm,https://airtable.com/appo1YECtG1ULR8vU/shrhz4YBjRjvAS4hF/tbl2tL08FmzPrXgT2/recIztdc3mhWPaGCP
Executive Order,Guam,Executive Order 2014-10 (2014),Executive Order 2014-10 (2014),2014,"EO 2014-10 (2014) by Gov. Raymond S. Tenorio (rescinded, 2022) re: re-establishment of the Guam Interoperable Communications Working Group to support the design, implementation, and maintenance of the Guam Public Safety Communications system, including the Public Broadband Safety Network","interoperability, public safety, broadband",8/22/2025 8:28am,https://airtable.com/appJHkVlGCmNLPLXL/shrgJGUVetGt8zzWW/tblFh8L3QnynXlssD/viwda1KinnFJMhmX4/rec9Y8OFt4G6GXVc1,,,,,,,,,,,,
Executive Order,Guam,Executive Order 2015-09 (2015),Executive Order 2015-09 (2015),2015,EO 2015-09 (2015) by Gov. Eddie Baza Calvo re: establishment of a social media policy for the executive branch of the government of Guam,social media,9/3/2025 11:30am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recWNQ673TQDLv6F7,,,,,,,,,,,,
Executive Order,Guam,Executive Order 2015-09 (2015),Executive Order 2015-09 (2015),2015,EO 2015-09 (2015) by Gov. Eddie Baza Calvo re: establishment of a social media policy for the executive branch of the government of Guam,social media,9/25/2025 6:28am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recWNQ673TQDLv6F7,,,,,,,,,,,,
Executive Order,Guam,Executive Order 2014-10 (2014),Executive Order 2014-10 (2014),2014,"EO 2014-10 (2014) by Gov. Raymond S. Tenorio (rescinded, 2022) re: re-establishment of the Guam Interoperable Communications Working Group to support the design, implementation, and maintenance of the Guam Public Safety Communications system, including the Public Broadband Safety Network","interoperability, public safety, broadband",9/25/2025 6:27am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/rec9Y8OFt4G6GXVc1,,,,,,,,,,,,
Executive Order,Hawaii,Executive Order 2018-3 (2018),Executive Order 2018-3 (2018),2018,EO 2018-3 (2018) by Gov. David Ige re: directive to all government agencies to contract only with ISPs who adhere to net neutrality principles,net neutrality,9/25/2025 6:26am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recXU7Il9c5pStnyB,,,,,,,,,,,,
Executive Order,Hawaii,Executive Order 2018-3 (2018),Executive Order 2018-3 (2018),2018,EO 2018-3 (2018) by Gov. David Ige re: directive to all government agencies to contract only with ISPs who adhere to net neutrality principles,net neutrality,9/3/2025 11:29am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recXU7Il9c5pStnyB,,,,,,,,,,,,
Legislation,Hawaii,S 2284,,,,,,,S 2284,2024,Wildfire Forecast System ,"Provides that the University of Hawaii shall establish and implement a program to develop a wildfire forecast system for the state using AI approaches; provides that the university shall develop the system to forecast the risk of wildfire statewide to enhance public safety, preparedness and risk mitigation, including improving the preparedness of firefighters and enabling residents to take proactive fire mitigation measures for their homes and plan for evacuations; appropriates funds. ",regulate use - government,regulate use - government,"artificial intelligence,emergency management","artificial intelligence, emergency management",Enacted,https://custom.statenet.com/public/resources.cgi?id=ID:bill:HI2023000S2284&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,9/3/2025 12:34pm,https://airtable.com/appo1YECtG1ULR8vU/shrhz4YBjRjvAS4hF/tbl2tL08FmzPrXgT2/recFMh6DswrgXBnLK
Executive Order,Idaho,Executive Order 2017-02 (2017),Executive Order 2017-02 (2017),2017,"EO 2017-02 (2017) by Gov. C.L. “Butch"" Otter re: directing the implementation of the findings of the Cybersecurity Cabinet Task Force",cybersecurity,9/25/2025 6:26am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recosmVi94QcVo6La,,,,,,,,,,,,
Executive Order,Idaho,Executive Order 2017-02 (2017),Executive Order 2017-02 (2017),2017,"EO 2017-02 (2017) by Gov. C.L. “Butch"" Otter re: directing the implementation of the findings of the Cybersecurity Cabinet Task Force",cybersecurity,9/3/2025 11:30am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recosmVi94QcVo6La,,,,,,,,,,,,
Executive Order,Idaho,Executive Order 2019-07,Executive Order 2019-07,2019,EO 2019-07 (2019) by Gov. Brad Little re: creation of Broadband Task Force,broadband,9/25/2025 6:26am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/rec8228Cup9LHLoBE,,,,,,,,,,,,
Executive Order,Idaho,Executive Order 2019-07,Executive Order 2019-07,2019,EO 2019-07 (2019) by Gov. Brad Little re: creation of Broadband Task Force,broadband,9/3/2025 11:29am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/rec8228Cup9LHLoBE,,,,,,,,,,,,
Legislation,Idaho,H 118,,,,,,,H 118,2019,Pretrial Risk Assessment Algorithms,Revises provisions relating to criminal procedure; provides certain requirements and restrictions for pretrial risk assessment algorithms.,regulate use - government,regulate use - government,"artificial intelligence,criminal/legal system,public safety","artificial intelligence, criminal/legal system, public safety",Enacted,https://custom.statenet.com/public/resources.cgi?id=ID:bill:ID2019000H118&ciq=ncsl&client_md=9c8546876afb5f73a2b177c9d67dcb94&mode=current_text,9/3/2025 12:31pm,https://airtable.com/appo1YECtG1ULR8vU/shrhz4YBjRjvAS4hF/tbl2tL08FmzPrXgT2/recxhxkTcI6wzqrsC
Executive Order,Illinois,Executive Order 16-01 (2016),Executive Order 16-01 (2016),2016,EO 16-01 (2016) by Gov. Pat Quinn re: consolidation of multiple information technology functions into a single Department of Innovation and Technology,"administrative reorganization, information technology",9/25/2025 6:26am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recNk8FRa7gLGLFH2,,,,,,,,,,,,
Executive Order,Illinois,Executive Order 16-06 (2016),Executive Order 16-06 (2016),2016,"EO 16-06 (2016) by Gov. Pat Quinn re: eliminating the backlog and delay in state administrative proceedings, directing the Bureau of Administrative Hearings to collaborate with state agencies to improve their case processing operations and ensure excellent customer service",case/application processing,9/3/2025 11:30am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recAQEWtSknzCwTpm,,,,,,,,,,,,
Executive Order,Illinois,Executive Order 15-06 (2015),Executive Order 15-06 (2015),2015,"EO 15-06 (2015) by Gov. Pat Quinn re: mandate that all IT and telecommunications projects initiated by any state agency must be reviewed and approved by the Governor’s Office and outlining a set of requirements for all project proposals, including a ""cloud first"" policy and a directive to explore cross-agency collaboration for IT projects whenever possible","information technology, shared services",9/25/2025 6:26am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recSVIKXYGBV3t4gx,,,,,,,,,,,,
Executive Order,Illinois,Executive Order 22-08 (2022),Executive Order 22-08 (2022),2022,"EO 22-08 (2022) by Gov. JB Pritzker re: establishment of the Illinois Cybersecurity Commission to develop an implementation plan for key cyber awareness and security initiatives (continued by (continued, 2022)",cybersecurity,9/25/2025 6:26am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recLo11f0HCOwMj3L,,,,,,,,,,,,
Executive Order,Illinois,Executive Order 14-01 (2014),Executive Order 14-01 (2014),2014,"EO 14-01 (2014) by Gov. Pat Quinn re: Creation of the Governor's Office of Health Innovation and Transformation to to accelerate technology implementation, collect, validate and integrate information, facilitate academically rigorous research, facilitate health care system transformation, and disseminate best practices in models of care","public health, interoperability",9/3/2025 11:30am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recmTNNM0GMl5SPhj,,,,,,,,,,,,
Executive Order,Illinois,Executive Order 22-08 (2022),Executive Order 22-08 (2022),2022,"EO 22-08 (2022) by Gov. JB Pritzker re: establishment of the Illinois Cybersecurity Commission to develop an implementation plan for key cyber awareness and security initiatives (continued by (continued, 2022)",cybersecurity,9/3/2025 11:29am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recLo11f0HCOwMj3L,,,,,,,,,,,,
